,valoracion_stockfish
2005,102.0
2006,-31.0
2007,113.0
2008,-131.0
2009,148.0
2010,-104.0
2011,165.0
2012,-44.0
2013,131.0
2014,-81.0
2015,54.0
2016,-26.0
2017,19.0
2018,-4.0
2019,48.0
2020,-19.0
2021,26.0
2022,-27.0
2023,9.0
2024,-21.0
2025,17.0
2026,-31.0
2027,15.0
2028,-32.0
2029,14.0
2030,-51.0
2031,34.0
2032,55.0
2033,36.0
2034,37.0
2035,-12.0
2036,24.0
2037,3.0
2038,0.0
2039,5.0
2040,-23.0
2041,54.0
2042,-21.0
2043,17.0
2044,16.0
2045,10.0
2046,-18.0
2047,20.0
2048,-19.0
2049,8.0
2050,45.0
2051,-24.0
2052,82.0
2053,-48.0
2054,82.0
2055,-67.0
2056,80.0
2057,-57.0
2058,66.0
2059,-112.0
2060,-95.0
2061,42.0
2062,-5.0
2063,2.0
2064,-13.0
2065,-132.0
2066,-2.0
2067,-26.0
2068,144.0
2069,-2.0
2070,41.0
2071,-38.0
2072,95.0
2073,-37.0
2074,-8.0
2075,-7.0
2076,187.0
2077,51.0
2078,-41.0
2079,-127.0
2080,22.0
2081,-56.0
2082,66.0
2083,78.0
2084,-26.0
2085,-210.0
2086,0.0
2087,-299.0
2088,173.0
2089,-204.0
2090,640.0
2091,-788.0
2092,683.0
2093,-757.0
2094,669.0
2095,-625.0
2096,642.0
2097,-598.0
2098,-51.0
2099,40.0
2100,-49.0
2101,30.0
2102,-27.0
2103,5.0
2104,-17.0
2105,34.0
2106,-55.0
2107,10.0
2108,-51.0
2109,27.0
2110,59.0
2111,29.0
2112,36.0
2113,12.0
2114,15.0
2115,25.0
2116,-22.0
2117,13.0
2118,-54.0
2119,45.0
2120,-29.0
2121,24.0
2122,40.0
2123,78.0
2124,-12.0
2125,49.0
2126,-16.0
2127,35.0
2128,-30.0
2129,55.0
2130,-10.0
2131,55.0
2132,-32.0
2133,38.0
2134,-29.0
2135,34.0
2136,-36.0
2137,50.0
2138,-40.0
2139,46.0
2140,-75.0
2141,106.0
2142,-59.0
2143,77.0
2144,-66.0
2145,28.0
2146,-55.0
2147,86.0
2148,-13.0
2149,38.0
2150,28.0
2151,24.0
2152,98.0
2153,73.0
2154,-51.0
2155,60.0
2156,-62.0
2157,102.0
2158,-86.0
2159,439.0
2160,-358.0
2161,365.0
2162,-446.0
2163,407.0
2164,-333.0
2165,357.0
2166,-314.0
2167,352.0
2168,-435.0
2169,470.0
2170,-402.0
2171,519.0
2172,-506.0
2173,398.0
2174,-439.0
2175,531.0
2176,-481.0
2177,539.0
2178,-492.0
2179,434.0
2180,-648.0
2181,-42.0
2182,61.0
2183,-17.0
2184,31.0
2185,-33.0
2186,51.0
2187,-31.0
2188,73.0
2189,-36.0
2190,45.0
2191,-41.0
2192,52.0
2193,-3.0
2194,18.0
2195,0.0
2196,-13.0
2197,19.0
2198,-50.0
2199,70.0
2200,-58.0
2201,-115.0
2202,58.0
2203,-53.0
2204,54.0
2205,-74.0
2206,107.0
2207,-31.0
2208,53.0
2209,-86.0
2210,146.0
2211,-92.0
2212,100.0
2213,-119.0
2214,139.0
2215,-35.0
2216,12.0
2217,-25.0
2218,50.0
2219,-60.0
2220,64.0
2221,-93.0
2222,50.0
2223,-50.0
2224,39.0
2225,-46.0
2226,46.0
2227,-28.0
2228,39.0
2229,-55.0
2230,81.0
2231,-30.0
2232,77.0
2233,-73.0
2234,80.0
2235,-101.0
2236,106.0
2237,-111.0
2238,108.0
2239,-94.0
2240,108.0
2241,-102.0
2242,142.0
2243,-113.0
2244,121.0
2245,-141.0
2246,130.0
2247,-81.0
2248,102.0
2249,-137.0
2250,82.0
2251,-113.0
2252,68.0
2253,-146.0
2254,107.0
2255,-87.0
2256,214.0
2257,5.0
2258,34.0
2259,-33.0
2260,-51.0
2261,35.0
2262,-51.0
2263,55.0
2264,-35.0
2265,30.0
2266,-22.0
2267,40.0
2268,-18.0
2269,58.0
2270,-72.0
2271,82.0
2272,-37.0
2273,32.0
2274,-13.0
2275,0.0
2276,-7.0
2277,2.0
2278,-7.0
2279,40.0
2280,-38.0
2281,39.0
2282,-41.0
2283,43.0
2284,-8.0
2285,46.0
2286,-35.0
2287,18.0
2288,-19.0
2289,14.0
2290,-15.0
2291,41.0
2292,11.0
2293,26.0
2294,0.0
2295,26.0
2296,-8.0
2297,17.0
2298,-14.0
2299,40.0
2300,-34.0
2301,85.0
2302,-13.0
2303,27.0
2304,10.0
2305,-11.0
2306,-4.0
2307,3.0
2308,-12.0
2309,9.0
2310,-3.0
2311,28.0
2312,-10.0
2313,-9.0
2314,-11.0
2315,26.0
2316,38.0
2317,-27.0
2318,15.0
2319,9.0
2320,9.0
2321,9.0
2322,10.0
2323,-12.0
2324,-6.0
2325,0.0
2326,30.0
2327,10.0
2328,9.0
2329,-9.0
2330,2.0
2331,-9.0
2332,-1.0
2333,2.0
2334,30.0
2335,32.0
2336,7.0
2337,-49.0
2338,30.0
2339,-32.0
2340,108.0
2341,-33.0
2342,50.0
2343,0.0
2344,0.0
2345,-9.0
2346,0.0
2347,-11.0
2348,-12.0
2349,2.0
2350,7.0
2351,-5.0
2352,-39.0
2353,30.0
2354,-26.0
2355,26.0
2356,-28.0
2357,58.0
2358,-12.0
2359,27.0
2360,-21.0
2361,36.0
2362,-53.0
2363,14.0
2364,-54.0
2365,91.0
2366,-38.0
2367,34.0
2368,-47.0
2369,71.0
2370,-137.0
2371,202.0
2372,-183.0
2373,68.0
2374,66.0
2375,-41.0
2376,142.0
2377,-85.0
2378,122.0
2379,-118.0
2380,149.0
2381,-137.0
2382,96.0
2383,-126.0
2384,186.0
2385,-115.0
2386,126.0
2387,16.0
2388,257.0
2389,-215.0
2390,293.0
2391,-168.0
2392,221.0
2393,-202.0
2394,270.0
2395,-217.0
2396,253.0
2397,-229.0
2398,323.0
2399,-151.0
2400,400.0
2401,-206.0
2402,175.0
2403,13.0
2404,223.0
2405,-111.0
2406,195.0
2407,-244.0
2408,529.0
2409,-237.0
2410,186.0
2411,-239.0
2412,308.0
2413,-153.0
2414,268.0
2415,-156.0
2416,186.0
2417,-254.0
2418,458.0
2419,-380.0
2420,526.0
2421,-583.0
2422,529.0
2423,-613.0
2424,723.0
2425,-284.0
2426,650.0
2427,-629.0
2428,562.0
2429,-567.0
2430,717.0
2431,-622.0
2432,785.0
2433,-774.0
2434,835.0
2435,-830.0
2436,941.0
2437,-932.0
2438,-51.0
2439,99.0
2440,-54.0
2441,87.0
2442,-48.0
2443,59.0
2444,-51.0
2445,18.0
2446,-1.0
2447,49.0
2448,-51.0
2449,52.0
2450,-43.0
2451,71.0
2452,-41.0
2453,76.0
2454,-43.0
2455,78.0
2456,-32.0
2457,20.0
2458,-50.0
2459,82.0
2460,-52.0
2461,52.0
2462,-70.0
2463,61.0
2464,-77.0
2465,90.0
2466,34.0
2467,6.0
2468,-5.0
2469,-13.0
2470,-7.0
2471,24.0
2472,0.0
2473,-20.0
2474,109.0
2475,-75.0
2476,81.0
2477,-46.0
2478,106.0
2479,-80.0
2480,40.0
2481,12.0
2482,151.0
2483,-91.0
2484,14.0
2485,-10.0
2486,14.0
2487,8.0
2488,-5.0
2489,3.0
2490,8.0
2491,0.0
2492,16.0
2493,13.0
2494,-12.0
2495,-4.0
2496,16.0
2497,30.0
2498,-9.0
2499,13.0
2500,-30.0
2501,2.0
2502,-21.0
2503,34.0
2504,-12.0
2505,62.0
2506,-26.0
2507,12.0
2508,-26.0
2509,-1.0
2510,0.0
2511,-12.0
2512,9.0
2513,-8.0
2514,0.0
2515,0.0
2516,0.0
2517,29.0
2518,2.0
2519,6.0
2520,0.0
2521,0.0
2522,-5.0
2523,-2.0
2524,5.0
2525,4.0
2526,5.0
2527,4.0
2528,7.0
2529,-3.0
2530,6.0
2531,-24.0
2532,9.0
2533,-8.0
2534,-3.0
2535,-12.0
2536,6.0
2537,-12.0
2538,4.0
2539,0.0
2540,12.0
2541,-7.0
2542,2.0
2543,-5.0
2544,1.0
2545,-12.0
2546,0.0
2547,-5.0
2548,0.0
2549,-8.0
2550,15.0
2551,-3.0
2552,0.0
2553,-17.0
2554,19.0
2555,-16.0
2556,26.0
2557,-15.0
2558,14.0
2559,-13.0
2560,14.0
2561,-23.0
2562,18.0
2563,-12.0
2564,10.0
2565,-11.0
2566,23.0
2567,-19.0
2568,12.0
2569,-11.0
2570,13.0
2571,-11.0
2572,0.0
2573,0.0
2574,22.0
2575,-18.0
2576,16.0
2577,-4.0
2578,-51.0
2579,99.0
2580,-33.0
2581,46.0
2582,-34.0
2583,13.0
2584,-13.0
2585,22.0
2586,-26.0
2587,22.0
2588,-12.0
2589,3.0
2590,-17.0
2591,6.0
2592,4.0
2593,15.0
2594,69.0
2595,71.0
2596,-75.0
2597,94.0
2598,-45.0
2599,104.0
2600,-60.0
2601,55.0
2602,-73.0
2603,99.0
2604,-53.0
2605,59.0
2606,-59.0
2607,74.0
2608,-48.0
2609,75.0
2610,-80.0
2611,140.0
2612,-17.0
2613,52.0
2614,-45.0
2615,53.0
2616,-48.0
2617,15.0
2618,-47.0
2619,33.0
2620,30.0
2621,102.0
2622,-66.0
2623,94.0
2624,-122.0
2625,94.0
2626,-165.0
2627,85.0
2628,-48.0
2629,149.0
2630,-57.0
2631,145.0
2632,-74.0
2633,171.0
2634,-16.0
2635,164.0
2636,37.0
2637,-7.0
2638,-14.0
2639,-5.0
2640,24.0
2641,26.0
2642,-2.0
2643,29.0
2644,-18.0
2645,19.0
2646,21.0
2647,7.0
2648,-12.0
2649,20.0
2650,55.0
2651,0.0
2652,17.0
2653,-32.0
2654,54.0
2655,14.0
2656,2.0
2657,145.0
2658,-109.0
2659,298.0
2660,-246.0
2661,539.0
2662,-230.0
2663,141.0
2664,-46.0
2665,217.0
2666,-150.0
2667,99.0
2668,-139.0
2669,172.0
2670,-111.0
2671,122.0
2672,-136.0
2673,171.0
2674,-140.0
2675,140.0
2676,-138.0
2677,130.0
2678,-144.0
2679,138.0
2680,-228.0
2681,242.0
2682,-190.0
2683,237.0
2684,-10.0
2685,286.0
2686,-281.0
2687,350.0
2688,-325.0
2689,328.0
2690,-333.0
2691,337.0
2692,-320.0
2693,-51.0
2694,40.0
2695,-49.0
2696,30.0
2697,-27.0
2698,5.0
2699,-26.0
2700,34.0
2701,-55.0
2702,10.0
2703,-51.0
2704,27.0
2705,-80.0
2706,69.0
2707,-39.0
2708,61.0
2709,-65.0
2710,109.0
2711,-57.0
2712,45.0
2713,-45.0
2714,75.0
2715,-57.0
2716,84.0
2717,-34.0
2718,78.0
2719,55.0
2720,47.0
2721,0.0
2722,16.0
2723,-44.0
2724,7.0
2725,8.0
2726,-17.0
2727,-56.0
2728,3.0
2729,9.0
2730,47.0
2731,-42.0
2732,52.0
2733,-43.0
2734,-7.0
2735,-11.0
2736,-13.0
2737,83.0
2738,0.0
2739,72.0
2740,-51.0
2741,247.0
2742,-116.0
2743,137.0
2744,-25.0
2745,115.0
2746,-139.0
2747,282.0
2748,-213.0
2749,114.0
2750,-294.0
2751,-71.0
2752,-57.0
2753,191.0
2754,-13.0
2755,26.0
2756,-53.0
2757,28.0
2758,0.0
2759,92.0
2760,9.0
2761,-93.0
2762,-37.0
2763,32.0
2764,-37.0
2765,95.0
2766,-99.0
2767,110.0
2768,25.0
2769,0.0
2770,-87.0
2771,182.0
2772,-135.0
2773,316.0
2774,-118.0
2775,237.0
2776,-196.0
2777,206.0
2778,-184.0
2779,211.0
2780,-198.0
2781,216.0
2782,-174.0
2783,153.0
2784,-153.0
2785,150.0
2786,-135.0
2787,200.0
2788,-199.0
2789,211.0
2790,-203.0
2791,202.0
2792,-233.0
2793,220.0
2794,-169.0
2795,177.0
2796,-214.0
2797,173.0
2798,-192.0
2799,184.0
2800,-152.0
2801,213.0
2802,-131.0
2803,110.0
2804,-123.0
2805,142.0
2806,-143.0
2807,124.0
2808,-241.0
2809,167.0
2810,-150.0
2811,215.0
2812,-41.0
2813,109.0
2814,-107.0
2815,117.0
2816,-80.0
2817,107.0
2818,-157.0
2819,132.0
2820,-171.0
2821,167.0
2822,-163.0
2823,168.0
2824,-386.0
2825,299.0
2826,-209.0
2827,283.0
2828,-333.0
2829,452.0
2830,-437.0
2831,687.0
2832,-681.0
2833,425.0
2834,-676.0
2835,429.0
2836,-706.0
2837,-35.0
2838,31.0
2839,-20.0
2840,143.0
2841,-149.0
2842,1170.0
2843,-1109.0
2844,-54.0
2845,50.0
2846,-49.0
2847,30.0
2848,-12.0
2849,29.0
2850,-13.0
2851,18.0
2852,-27.0
2853,87.0
2854,-39.0
2855,46.0
2856,-36.0
2857,112.0
2858,-37.0
2859,85.0
2860,-119.0
2861,6.0
2862,-58.0
2863,14.0
2864,-12.0
2865,6.0
2866,29.0
2867,18.0
2868,2.0
2869,47.0
2870,-13.0
2871,42.0
2872,-81.0
2873,76.0
2874,-79.0
2875,43.0
2876,-83.0
2877,19.0
2878,-35.0
2879,21.0
2880,0.0
2881,-13.0
2882,-2.0
2883,8.0
2884,-9.0
2885,1.0
2886,0.0
2887,39.0
2888,-22.0
2889,10.0
2890,12.0
2891,-12.0
2892,9.0
2893,41.0
2894,-72.0
2895,114.0
2896,-28.0
2897,59.0
2898,-36.0
2899,72.0
2900,-8.0
2901,5.0
2902,0.0
2903,1.0
2904,4.0
2905,3.0
2906,-3.0
2907,2.0
2908,-3.0
2909,3.0
2910,-2.0
2911,0.0
2912,0.0
2913,2.0
2914,-3.0
2915,-4.0
2916,1.0
2917,0.0
2918,12.0
2919,0.0
2920,0.0
2921,-9.0
2922,-1.0
2923,-8.0
2924,0.0
2925,0.0
2926,9.0
2927,-6.0
2928,3.0
2929,-7.0
2930,-37.0
2931,25.0
2932,-32.0
2933,34.0
2934,-22.0
2935,26.0
2936,10.0
2937,37.0
2938,-20.0
2939,47.0
2940,-16.0
2941,2.0
2942,-21.0
2943,21.0
2944,-14.0
2945,237.0
2946,-65.0
2947,78.0
2948,-108.0
2949,212.0
2950,-123.0
2951,282.0
2952,-242.0
2953,302.0
2954,-266.0
2955,257.0
2956,-303.0
2957,275.0
2958,-257.0
2959,235.0
2960,-375.0
2961,445.0
2962,-431.0
2963,576.0
2964,-445.0
2965,480.0
2966,-531.0
2967,565.0
2968,-567.0
2969,1040.0
2970,-1005.0
2971,1042.0
2972,-1025.0
2973,1038.0
2974,-1010.0
2975,1041.0
2976,-51.0
2977,32.0
2978,-76.0
2979,50.0
2980,-14.0
2981,123.0
2982,-93.0
2983,75.0
2984,-50.0
2985,56.0
2986,-21.0
2987,16.0
2988,-32.0
2989,10.0
2990,-4.0
2991,39.0
2992,-54.0
2993,58.0
2994,-64.0
2995,89.0
2996,-92.0
2997,91.0
2998,-66.0
2999,38.0
3000,-57.0
3001,75.0
3002,-44.0
3003,30.0
3004,-97.0
3005,59.0
3006,-88.0
3007,72.0
3008,-29.0
3009,31.0
3010,-63.0
3011,88.0
3012,-78.0
3013,112.0
3014,-101.0
3015,162.0
3016,-105.0
3017,138.0
3018,-62.0
3019,87.0
3020,-91.0
3021,95.0
3022,-66.0
3023,128.0
3024,-130.0
3025,100.0
3026,-189.0
3027,250.0
3028,-236.0
3029,170.0
3030,-135.0
3031,145.0
3032,-179.0
3033,217.0
3034,-184.0
3035,249.0
3036,-173.0
3037,207.0
3038,-137.0
3039,159.0
3040,-137.0
3041,136.0
3042,-151.0
3043,137.0
3044,-175.0
3045,154.0
3046,-144.0
3047,140.0
3048,-129.0
3049,134.0
3050,-95.0
3051,124.0
3052,-133.0
3053,231.0
3054,-82.0
3055,83.0
3056,-99.0
3057,55.0
3058,-89.0
3059,105.0
3060,-63.0
3061,93.0
3062,-101.0
3063,132.0
3064,-116.0
3065,109.0
3066,-121.0
3067,91.0
3068,-131.0
3069,209.0
3070,-300.0
3071,213.0
3072,-311.0
3073,212.0
3074,-322.0
3075,243.0
3076,-264.0
3077,224.0
3078,-279.0
3079,307.0
3080,-300.0
3081,348.0
3082,-348.0
3083,325.0
3084,-337.0
3085,355.0
3086,-414.0
3087,432.0
3088,-482.0
3089,464.0
3090,-506.0
3091,506.0
3092,-469.0
3093,470.0
3094,-492.0
3095,425.0
3096,-462.0
3097,430.0
3098,-481.0
3099,451.0
3100,-450.0
3101,423.0
3102,-317.0
3103,332.0
3104,-325.0
3105,371.0
3106,-340.0
3107,-51.0
3108,32.0
3109,-49.0
3110,32.0
3111,-24.0
3112,1.0
3113,-26.0
3114,16.0
3115,-84.0
3116,-35.0
3117,-94.0
3118,44.0
3119,-22.0
3120,-24.0
3121,-39.0
3122,33.0
3123,-6.0
3124,12.0
3125,-11.0
3126,15.0
3127,-30.0
3128,20.0
3129,39.0
3130,-9.0
3131,-14.0
3132,152.0
3133,-143.0
3134,79.0
3135,-81.0
3136,85.0
3137,-37.0
3138,88.0
3139,-15.0
3140,57.0
3141,-85.0
3142,-56.0
3143,93.0
3144,-112.0
3145,168.0
3146,-132.0
3147,153.0
3148,-159.0
3149,159.0
3150,-108.0
3151,138.0
3152,-147.0
3153,358.0
3154,-285.0
3155,226.0
3156,-245.0
3157,238.0
3158,-238.0
3159,151.0
3160,-247.0
3161,184.0
3162,-179.0
3163,135.0
3164,-82.0
3165,254.0
3166,-85.0
3167,156.0
3168,-107.0
3169,91.0
3170,-104.0
3171,94.0
3172,-67.0
3173,110.0
3174,-74.0
3175,103.0
3176,-51.0
3177,182.0
3178,-124.0
3179,170.0
3180,-106.0
3181,184.0
3182,-158.0
3183,134.0
3184,-51.0
3185,187.0
3186,-135.0
3187,-12.0
3188,-190.0
3189,263.0
3190,-256.0
3191,202.0
3192,-276.0
3193,172.0
3194,-176.0
3195,177.0
3196,-130.0
3197,168.0
3198,-133.0
3199,156.0
3200,-35.0
3201,72.0
3202,-116.0
3203,121.0
3204,-154.0
3205,193.0
3206,-105.0
3207,63.0
3208,-94.0
3209,115.0
3210,-98.0
3211,77.0
3212,-39.0
3213,180.0
3214,-206.0
3215,85.0
3216,-178.0
3217,274.0
3218,-409.0
3219,706.0
3220,-44.0
3221,662.0
3222,-93.0
3223,-37.0
3224,18.0
3225,-10.0
3226,6.0
3227,8.0
3228,96.0
3229,0.0
3230,21.0
3231,57.0
3232,-17.0
3233,163.0
3234,69.0
3235,-63.0
3236,50.0
3237,-74.0
3238,87.0
3239,-34.0
3240,93.0
3241,-22.0
3242,40.0
3243,50.0
3244,38.0
3245,45.0
3246,5.0
3247,-25.0
3248,36.0
3249,-50.0
3250,118.0
3251,119.0
3252,-66.0
3253,80.0
3254,-100.0
3255,227.0
3256,-35.0
3257,100.0
3258,32.0
3259,360.0
3260,51.0
3261,-77.0
3262,107.0
3263,-95.0
3264,117.0
3265,0.0
3266,100.0
3267,-89.0
3268,117.0
3269,-72.0
3270,121.0
3271,-83.0
3272,151.0
3273,-74.0
3274,90.0
3275,-110.0
3276,82.0
3277,-53.0
3278,32.0
3279,15.0
3280,105.0
3281,4.0
3282,188.0
3283,191.0
3284,-115.0
3285,209.0
3286,-152.0
3287,225.0
3288,-107.0
3289,558.0
3290,-89.0
3291,27.0
3292,135.0
3293,1041.0
3294,-846.0
3295,-51.0
3296,35.0
3297,-51.0
3298,26.0
3299,-35.0
3300,35.0
3301,-61.0
3302,33.0
3303,51.0
3304,72.0
3305,-61.0
3306,25.0
3307,-14.0
3308,37.0
3309,3.0
3310,137.0
3311,-78.0
3312,125.0
3313,48.0
3314,87.0
3315,-40.0
3316,51.0
3317,-4.0
3318,44.0
3319,-35.0
3320,133.0
3321,-78.0
3322,124.0
3323,4.0
3324,36.0
3325,-61.0
3326,244.0
3327,-47.0
3328,88.0
3329,-52.0
3330,61.0
3331,-47.0
3332,62.0
3333,-53.0
3334,24.0
3335,-23.0
3336,52.0
3337,-20.0
3338,92.0
3339,13.0
3340,-1.0
3341,6.0
3342,-13.0
3343,-5.0
3344,-17.0
3345,31.0
3346,-83.0
3347,61.0
3348,-12.0
3349,43.0
3350,-74.0
3351,67.0
3352,-100.0
3353,160.0
3354,-180.0
3355,72.0
3356,-386.0
3357,134.0
3358,-119.0
3359,48.0
3360,-179.0
3361,-37.0
3362,25.0
3363,-32.0
3364,34.0
3365,-17.0
3366,58.0
3367,-22.0
3368,11.0
3369,-56.0
3370,52.0
3371,-30.0
3372,34.0
3373,-37.0
3374,38.0
3375,10.0
3376,27.0
3377,30.0
3378,4.0
3379,0.0
3380,-8.0
3381,35.0
3382,49.0
3383,-107.0
3384,142.0
3385,-150.0
3386,132.0
3387,-112.0
3388,117.0
3389,-61.0
3390,121.0
3391,-24.0
3392,112.0
3393,-126.0
3394,34.0
3395,-48.0
3396,106.0
3397,-75.0
3398,121.0
3399,-68.0
3400,90.0
3401,-90.0
3402,116.0
3403,-128.0
3404,279.0
3405,-176.0
3406,168.0
3407,-71.0
3408,75.0
3409,-42.0
3410,89.0
3411,-52.0
3412,24.0
3413,62.0
3414,-67.0
3415,142.0
3416,-156.0
3417,124.0
3418,-78.0
3419,89.0
3420,-98.0
3421,249.0
3422,-51.0
3423,144.0
3424,-167.0
3425,415.0
3426,-340.0
3427,437.0
3428,-444.0
3429,455.0
3430,-471.0
3431,462.0
3432,-484.0
3433,-37.0
3434,34.0
3435,-32.0
3436,65.0
3437,-51.0
3438,55.0
3439,-39.0
3440,19.0
3441,-46.0
3442,21.0
3443,-2.0
3444,28.0
3445,-25.0
3446,37.0
3447,-7.0
3448,13.0
3449,-13.0
3450,7.0
3451,-30.0
3452,11.0
3453,16.0
3454,15.0
3455,0.0
3456,2.0
3457,-9.0
3458,-6.0
3459,-3.0
3460,17.0
3461,18.0
3462,8.0
3463,9.0
3464,12.0
3465,14.0
3466,35.0
3467,55.0
3468,8.0
3469,6.0
3470,22.0
3471,-2.0
3472,16.0
3473,-51.0
3474,25.0
3475,-47.0
3476,30.0
3477,-48.0
3478,28.0
3479,-105.0
3480,94.0
3481,-38.0
3482,91.0
3483,-44.0
3484,88.0
3485,-20.0
3486,16.0
3487,-48.0
3488,50.0
3489,-15.0
3490,7.0
3491,-32.0
3492,9.0
3493,-29.0
3494,23.0
3495,-17.0
3496,24.0
3497,-17.0
3498,16.0
3499,-3.0
3500,12.0
3501,-8.0
3502,10.0
3503,1.0
3504,13.0
3505,-9.0
3506,4.0
3507,-9.0
3508,13.0
3509,-9.0
3510,2.0
3511,-39.0
3512,50.0
3513,-36.0
3514,54.0
3515,-52.0
3516,105.0
3517,-98.0
3518,61.0
3519,-40.0
3520,41.0
3521,-59.0
3522,36.0
3523,-13.0
3524,47.0
3525,-77.0
3526,129.0
3527,-83.0
3528,83.0
3529,-36.0
3530,52.0
3531,-30.0
3532,111.0
3533,0.0
3534,250.0
3535,-45.0
3536,82.0
3537,0.0
3538,144.0
3539,-71.0
3540,46.0
3541,3.0
3542,0.0
3543,5.0
3544,-30.0
3545,-30.0
3546,171.0
3547,311.0
3548,-272.0
3549,18.0
3550,-59.0
3551,207.0
3552,7.0
3553,205.0
3554,-203.0
3555,48.0
3556,26.0
3557,261.0
3558,-115.0
3559,125.0
3560,-182.0
3561,-14.0
3562,104.0
3563,-13.0
3564,149.0
3565,-107.0
3566,190.0
3567,-112.0
3568,135.0
3569,-137.0
3570,59.0
3571,-56.0
3572,74.0
3573,-65.0
3574,88.0
3575,-68.0
3576,100.0
3577,-93.0
3578,102.0
3579,-34.0
3580,35.0
3581,-45.0
3582,35.0
3583,-18.0
3584,22.0
3585,-23.0
3586,21.0
3587,-17.0
3588,44.0
3589,-19.0
3590,32.0
3591,25.0
3592,-19.0
3593,-2.0
3594,15.0
3595,-12.0
3596,75.0
3597,-44.0
3598,75.0
3599,1.0
3600,66.0
3601,-12.0
3602,68.0
3603,-59.0
3604,50.0
3605,-61.0
3606,125.0
3607,-18.0
3608,80.0
3609,-4.0
3610,37.0
3611,5.0
3612,19.0
3613,-8.0
3614,0.0
3615,13.0
3616,0.0
3617,-9.0
3618,-9.0
3619,11.0
3620,0.0
3621,-1.0
3622,8.0
3623,-5.0
3624,-12.0
3625,12.0
3626,-12.0
3627,0.0
3628,-51.0
3629,48.0
3630,-76.0
3631,50.0
3632,-13.0
3633,62.0
3634,-16.0
3635,159.0
3636,-100.0
3637,94.0
3638,-88.0
3639,47.0
3640,-36.0
3641,25.0
3642,-41.0
3643,37.0
3644,-43.0
3645,56.0
3646,-8.0
3647,43.0
3648,-8.0
3649,102.0
3650,91.0
3651,-68.0
3652,193.0
3653,-80.0
3654,207.0
3655,9.0
3656,251.0
3657,-195.0
3658,207.0
3659,-152.0
3660,129.0
3661,-80.0
3662,-9.0
3663,-92.0
3664,153.0
3665,-5.0
3666,50.0
3667,-30.0
3668,85.0
3669,-195.0
3670,168.0
3671,-116.0
3672,71.0
3673,-17.0
3674,178.0
3675,-50.0
3676,80.0
3677,-41.0
3678,42.0
3679,237.0
3680,127.0
3681,142.0
3682,88.0
3683,-68.0
3684,68.0
3685,-67.0
3686,103.0
3687,-116.0
3688,-36.0
3689,-25.0
3690,69.0
3691,-44.0
3692,76.0
3693,-28.0
3694,41.0
3695,-14.0
3696,79.0
3697,-38.0
3698,215.0
3699,-68.0
3700,66.0
3701,-77.0
3702,104.0
3703,5.0
3704,33.0
3705,-61.0
3706,63.0
3707,70.0
3708,-41.0
3709,154.0
3710,-70.0
3711,97.0
3712,-53.0
3713,266.0
3714,-135.0
3715,239.0
3716,-87.0
3717,-35.0
3718,-51.0
3719,479.0
3720,-265.0
3721,454.0
3722,46.0
3723,-129.0
3724,68.0
3725,-160.0
3726,94.0
3727,-104.0
3728,102.0
3729,-199.0
3730,59.0
3731,-132.0
3732,106.0
3733,-74.0
3734,75.0
3735,-155.0
3736,144.0
3737,-104.0
3738,0.0
3739,-114.0
3740,0.0
3741,0.0
3742,0.0
3743,0.0
3744,0.0
3745,0.0
3746,0.0
3747,0.0
3748,0.0
3749,0.0
3750,0.0
3751,0.0
3752,-37.0
3753,18.0
3754,-10.0
3755,30.0
3756,-5.0
3757,8.0
3758,-10.0
3759,28.0
3760,11.0
3761,105.0
3762,34.0
3763,31.0
3764,0.0
3765,50.0
3766,20.0
3767,77.0
3768,-70.0
3769,2.0
3770,-28.0
3771,-17.0
3772,37.0
3773,29.0
3774,51.0
3775,111.0
3776,25.0
3777,201.0
3778,47.0
3779,-31.0
3780,323.0
3781,-244.0
3782,274.0
3783,-286.0
3784,356.0
3785,-198.0
3786,358.0
3787,-313.0
3788,288.0
3789,-296.0
3790,384.0
3791,-364.0
3792,289.0
3793,-279.0
3794,513.0
3795,-307.0
3796,357.0
3797,-73.0
3798,419.0
3799,-239.0
3800,588.0
3801,-267.0
3802,355.0
3803,-270.0
3804,550.0
3805,-284.0
3806,450.0
3807,-543.0
3808,416.0
3809,-13.0
3810,138.0
3811,-88.0
3812,401.0
3813,-237.0
3814,558.0
3815,-155.0
3816,340.0
3817,-145.0
3818,78.0
3819,-118.0
3820,325.0
3821,-394.0
3822,801.0
3823,-313.0
3824,335.0
3825,-266.0
3826,248.0
3827,-169.0
3828,282.0
3829,-325.0
3830,667.0
3831,-603.0
3832,648.0
3833,-591.0
3834,-37.0
3835,34.0
3836,-32.0
3837,65.0
3838,-100.0
3839,87.0
3840,-71.0
3841,80.0
3842,-81.0
3843,120.0
3844,-63.0
3845,100.0
3846,-90.0
3847,70.0
3848,-43.0
3849,67.0
3850,-69.0
3851,77.0
3852,-71.0
3853,22.0
3854,-36.0
3855,13.0
3856,-54.0
3857,17.0
3858,-22.0
3859,133.0
3860,-78.0
3861,126.0
3862,-109.0
3863,134.0
3864,-87.0
3865,161.0
3866,-6.0
3867,128.0
3868,-67.0
3869,171.0
3870,-124.0
3871,148.0
3872,-42.0
3873,-17.0
3874,216.0
3875,-118.0
3876,0.0
3877,18.0
3878,-63.0
3879,61.0
